date,yt_pred_time_trend_1_dummy,yt_pred_time_trend_2_dummy,yt_pred_time_trend_3_dummy,yt_true
1953-02-01,1957.9412280701745,1813.5571944642784,1913.1785149868103,1788
1953-03-01,2094.6254385964903,1948.2770002406724,2043.1176307184635,1837
1953-04-01,2202.678070175438,2054.365226214163,2144.3605636349857,1993
1953-05-01,2265.572807017543,2115.295556710845,2200.3809979469,2021
1953-06-01,2420.046491228069,2267.8048328797854,2347.915775759471,2199
1953-07-01,2810.257017543858,2656.050948449736,2731.122791809542,2622
1953-08-01,3915.0464912280695,3758.8760053353294,3828.844151360269,3787
1953-09-01,3165.257017543858,3007.122126765748,3071.9219596748108,2914
1953-10-01,2696.204385964911,2536.1050872824926,2595.672006226853,2487
1953-11-01,2516.678070175438,2354.6143605083103,2408.883764700603,2314
1953-12-01,2278.151754385964,2114.1236330909583,2163.0309193065896,2139
1954-01-01,2101.365350877192,1935.8639190700976,2007.4137882829648,2124
1954-02-01,2083.733771929824,1917.2501417977392,1983.3409782194656,2214
1954-03-01,2220.4179824561397,2052.952151864186,2113.5516556957664,2234
1954-04-01,2328.470614035087,2160.022582127729,2215.0984522908198,2279
1954-05-01,2391.365350877192,2221.935116914464,2271.4550522151458,2423
1954-06-01,2545.8390350877185,2375.4265973734564,2419.3582975740123,2290
1954-07-01,2936.049561403508,2764.65491723346,2802.96608310426,2903
1954-08-01,4040.8390350877194,3868.462178409106,3901.1205140690463,4485
1954-09-01,3291.049561403508,3117.6905041295768,3144.6636957315286,3085
1954-10-01,2821.9969298245605,2647.6556689363742,2668.911417565393,2852
1954-11-01,2642.4706140350872,2467.147146452244,2482.653153254849,2629
1954-12-01,2403.944298245613,2227.638623324945,2237.362587010424,2435
1955-01-01,2227.157894736841,2050.3611135941374,2082.3400370702675,2227
1955-02-01,2209.526315789473,2032.729540611831,2058.89411002412,1944
1955-03-01,2346.210526315788,2169.41375496833,2189.763972451655,2125
1955-04-01,2454.263157894736,2277.4663895219264,2292.002255931823,2260
1955-05-01,2517.157894736841,2340.361128598713,2349.082644675148,2299
1955-06-01,2671.6315789473674,2494.834813347759,2497.7419807868937,2323
1955-07-01,3061.842105263157,2885.0453374978147,2882.138159003904,2659
1955-08-01,4166.631578947367,3989.8348029635135,3981.1132845893344,3761
1955-09-01,3416.842105263157,3240.045332974037,3225.5094628063434,2779
1955-10-01,2947.789473684209,2770.992702070887,2750.6424831286163,2761
1955-11-01,2768.263157894736,2591.4663838768097,2565.3018192403624,2446
1955-12-01,2529.7368421052624,2352.940065039563,2320.961155352109,2278
1956-01-01,2352.95043859649,2176.6447595988075,2166.920809702009,1879
1956-02-01,2335.318859649122,2159.9953909065543,2144.4893888797983,1881
1956-03-01,2472.0030701754376,2297.661809553106,2276.406059465152,2165
1956-04-01,2580.055701754385,2406.696648396755,2379.723453037021,2199
1956-05-01,2642.95043859649,2470.5735917635943,2437.9152538059293,2308
1956-06-01,2797.424122807017,2626.029480802693,2587.718303877141,2529
1956-07-01,3187.634649122806,3017.222209242801,2973.2904979874984,2573
1956-08-01,4292.424122807017,4122.993878998552,4073.473941400158,3946
1956-09-01,3542.634649122806,3374.186613299129,3319.1107393782786,3200
1956-10-01,3073.582017543859,2906.116186686031,2845.5166813955457,2574
1956-11-01,2894.055701754385,2727.5720727820067,2661.4812411361672,2422
1956-12-01,2655.5293859649114,2490.027958234812,2418.478102810672,2446
1957-01-01,2478.7429824561395,2314.71485708411,2265.807584657213,2828
1957-02-01,2461.1114035087708,2299.0476926819088,2244.778293265523,2879
1957-03-01,2597.795614035087,2437.6963156185134,2378.129395215282,2800
1957-04-01,2705.848245614034,2547.713358752215,2482.9135220854378,2835
1957-05-01,2768.7429824561395,2612.5725064091066,2542.6043580865144,2585
1957-06-01,2923.216666666666,2769.010599738257,2693.938745323776,2787
1957-07-01,3313.4271929824554,3161.1855324684184,3081.074578534067,3334
1957-08-01,4418.216666666666,4267.939406514222,4182.853962980542,4746
1957-09-01,3668.427192982456,3520.114345104851,3430.1190039263597,3613
1957-10-01,3199.374561403508,3053.0261227818064,2958.185490845205,3463
1957-11-01,3019.8482456140346,2875.4642131678343,2775.8428974212884,3274
1957-12-01,2781.3219298245604,2638.902302910693,2534.564907865137,2801
1958-01-01,2604.5355263157885,2464.5714060500427,2383.651840414901,2488
1958-02-01,2586.90394736842,2449.8864459378947,2364.4123016603207,2386
1958-03-01,2723.588157894736,2589.517273164552,2499.585458181069,2428
1958-04-01,2831.640789473683,2700.516520588306,2606.223941556096,2678
1958-05-01,2894.5355263157885,2766.3578725352504,2667.801435995927,2744
1958-06-01,3049.009210526315,2923.7781701544536,2821.054783605825,2772
1958-07-01,3439.2197368421043,3316.9353071746677,3210.1418791226324,3520
1958-08-01,4544.009210526315,4424.671385510524,4313.904827809509,3833
1958-09-01,3794.219736842104,3677.828528391205,3563.1857349296088,3377
1958-10-01,3325.167105263157,3211.7225103582127,3093.3003899566197,3013
1958-11-01,3145.6407894736835,3035.1428050342934,2913.0382665747493,2871
1958-12-01,2907.1144736842098,2799.5630990672043,2673.8730489945256,2592
1959-01-01,2730.328070175437,2626.214406496607,2525.1050554541016,2375
1959-02-01,2712.696491228069,2612.511650674511,2508.0428925432143,2304
1959-03-01,2849.380701754385,2753.1246821912214,2645.4257268415367,2464
1959-04-01,2957.4333333333325,2865.106133905028,2754.306189928022,2557
1959-05-01,3020.328070175437,2931.9296901420253,2818.157966013191,2739
1959-06-01,3174.801754385964,3090.332192051281,2973.7178972023103,2714
1959-07-01,3565.0122807017533,3484.471533361547,3365.143878232223,3102
1959-08-01,4669.801754385964,4593.189815987456,4471.278014366083,3961
1959-09-01,3920.0122807017538,3847.329163158191,3722.9624108670514,3772
1959-10-01,3450.9596491228062,3382.2053494152506,3255.5128572088115,3245
1959-11-01,3271.4333333333325,3206.6078483813835,3077.718827075573,3104
1959-12-01,3032.9070175438587,2972.0103467043477,2841.054004677864,2869
1960-01-01,2856.120614035087,2799.643858423803,2694.818708253836,2513
1960-02-01,2838.4890350877185,2786.92330689176,2680.3215443932268,2385
1960-03-01,2975.1732456140344,2928.5185426985217,2820.30167967571,2756
1960-04-01,3083.225877192981,3041.482198702381,2931.811745680237,2927
1960-05-01,3146.120614035087,3109.287959229431,2998.325426617332,2940
1960-06-01,3300.594298245613,3268.6726654287395,3156.579564592257,3180
1960-07-01,3690.8048245614023,3663.794211029058,3550.732054341858,3791
1960-08-01,4795.594298245614,4773.49469794502,4659.62500112929,4093
1960-09-01,4045.8048245614023,4028.616249405807,3914.1005102177114,4309
1960-10-01,3576.752192982455,3564.4746399529195,3449.474371080806,3532
1960-11-01,3397.225877192982,3389.8593432091056,3274.536057402785,3408
1960-12-01,3158.699561403508,3156.2440458221217,3040.759253394175,2839
1961-01-01,2981.913157894736,2984.85976183163,2897.444277293129,2792
1961-02-01,2964.2815789473675,2973.121414589639,2885.8997356893824,2798
1961-03-01,3100.965789473684,3115.698854686454,3028.864795162612,3007
1961-04-01,3209.0184210526304,3229.644714980366,3143.392087291767,3086
1961-05-01,3271.9131578947363,3298.432679797468,3212.9552962873704,3201
1961-06-01,3426.3868421052625,3458.7995902868297,3374.291264254689,3428
1961-07-01,3816.597368421052,3854.9033401772,3771.557885930564,3754
1961-08-01,4921.386842105262,4965.586031383215,4883.597266578152,4917
1961-09-01,4171.597368421051,4221.689787134054,4141.251511460611,3760
1961-10-01,3702.5447368421046,3758.53038197122,3679.8364100516274,3609
1961-11-01,3523.018421052631,3584.8972895174584,3508.141436035409,3471
1961-12-01,3284.492105263157,3352.264196420527,3277.6402736224845,3347
1962-01-01,3107.705701754385,3181.862116720088,3137.633241051006,3333
1962-02-01,3090.0741228070165,3171.10597376815,3129.4289449107077,3456
1962-03-01,3226.7583333333323,3314.665618155017,3275.7665517812666,3569
1962-04-01,3334.81096491228,3429.593682738982,3393.698693241636,3900
1962-05-01,3397.705701754385,3499.3638518461366,3466.699053502334,3909
1962-06-01,3552.1793859649115,3660.7129666255514,3631.504474668631,4098
1962-07-01,3942.389912280701,4057.798920805975,4032.272851477365,4826
1962-08-01,5047.179385964912,5169.463816302042,5147.846289191694,5770
1962-09-01,4297.389912280701,4426.549776342934,4409.066893074777,5108
1962-10-01,3828.3372807017536,3964.3725754701513,3951.250452600301,4360
1962-11-01,3648.81096491228,3791.7216873064426,3783.186441452469,4100
1962-12-01,3410.2846491228065,3560.0707984995643,3556.348543841814,3562
1963-01-01,3233.498245614034,3390.650923089177,3420.037078006486,3284
1963-02-01,3215.866666666666,3380.8769844272915,3415.560650536224,3278
1963-03-01,3352.5508771929817,3525.418833104212,3565.658428010699,3424
1963-04-01,3460.603508771929,3641.329101978229,3687.383042008866,3843
1963-05-01,3523.498245614034,3712.0814753754366,3764.208176741248,3614
1963-06-01,3677.97192982456,3874.412794444903,3932.870674313105,3536
1963-07-01,4068.18245614035,4272.480952915379,4337.528429461284,4505
1963-08-01,5172.971929824561,5385.128052701499,5457.023547448939,5456
1963-09-01,4423.18245614035,4643.196217032444,4722.198133539233,4881
1963-10-01,3954.1298245614025,4182.001220449714,4268.367977205846,4041
1963-11-01,3774.603508771929,4010.332536576058,4104.322552132989,3724
1963-12-01,3536.077192982455,3779.663852059232,3881.535542531188,3525
1964-01-01,3359.290789473683,3611.2261809388974,3749.307266638599,3437
1964-02-01,3341.659210526315,3602.4344465670647,3748.946331044956,3324
1964-03-01,3478.343421052631,3747.958499534038,3903.191902329933,3977
1964-04-01,3586.396052631578,3864.8509726981074,4029.096612072485,4025
1964-05-01,3649.290789473683,3936.5855503853672,4110.1341444831305,4016
1964-06-01,3803.76447368421,4099.899073744887,4283.041341667136,4031
1964-07-01,4193.974999999999,4498.949436505416,4691.976098361345,4489
1964-08-01,5298.76447368421,5612.578740581588,5815.780519828914,5563
1964-09-01,4548.974999999999,4871.629109202585,5085.2967113330005,5709
1964-10-01,4079.922368421052,4411.416316909908,4635.840462347292,4620
1964-11-01,3900.396052631578,4240.729837326305,4476.201246555992,4160
1964-12-01,3661.869736842104,4011.043357099531,4257.852748169632,4012
1965-01-01,3485.0833333333326,3843.587890269249,4130.095285426366,3987
1965-02-01,3467.451754385964,3835.778360187469,4134.237464915927,4155
1965-03-01,3604.13596491228,3982.2846174444944,4293.018453217993,4054
1965-04-01,3712.188596491227,4100.159294898617,4423.490881911512,4485
1965-05-01,3775.0833333333326,4172.87607687593,4509.12843520701,4558
1965-06-01,3929.5570175438593,4337.171804525502,4686.667955209751,4462
1965-07-01,4319.767543859648,4737.204371576083,5100.267336656573,4594
1965-08-01,5424.557017543859,5851.815879942307,6228.7686848106405,6481
1965-09-01,4674.767543859648,5111.848452853357,5503.014104935107,6345
1965-10-01,4205.7149122807,4652.617864850734,5058.319386503658,5142
1965-11-01,4026.188596491228,4482.913589557182,4903.474003200504,4824
1965-12-01,3787.662280701754,4254.209313620462,4689.951639236169,4573
1966-01-01,3610.8758771929815,4087.736051080232,4567.052612848813,4158
1966-02-01,3593.2442982456128,4080.908725288505,4576.085530628164,4140
1966-03-01,3729.928508771929,4228.397186835583,4739.789559153903,4251
1966-04-01,3837.981140350877,4347.254068579758,4875.217330004976,4734
1966-05-01,3900.8758771929815,4420.953054847123,4965.84252739191,4858
1966-06-01,4055.349561403508,4586.230986786748,5148.401993419967,4798
1966-07-01,4445.560087719297,4987.245758127382,5567.053622825991,5080
1966-08-01,5550.349561403507,6102.839470783659,6700.639520873143,6905
1966-09-01,4800.560087719297,5363.854247984761,5980.001792824575,5504
1966-10-01,4331.50745614035,4905.60586427219,5540.456228153973,5457
1966-11-01,4151.981140350877,4736.883793268691,5390.792300545547,5198
1966-12-01,3913.4548245614014,4509.161721622024,5182.483694209825,4890
